investor_id,avg_gap_days,risk_status,state,city,age_group
INV004770,72.85714285714286,At Risk,Gujarat,Surat,18-25
INV004776,57.375,At Risk,Punjab,Chandigarh,36-45
INV004780,69.5,At Risk,Haryana,Gurugram,36-45
INV004785,66.16666666666667,At Risk,Punjab,Amritsar,26-35
INV004787,72.33333333333333,At Risk,Haryana,Faridabad,26-35
INV004798,53.666666666666664,At Risk,Madhya Pradesh,Bhopal,26-35
INV004804,79.2,At Risk,Maharashtra,Mumbai,36-45
INV004805,44.666666666666664,At Risk,Madhya Pradesh,Indore,26-35
INV004807,36.857142857142854,At Risk,Maharashtra,Mumbai,36-45
INV004813,62.0,At Risk,West Bengal,Kolkata,26-35
INV004819,62.0,At Risk,Telangana,Hyderabad,26-35
INV004825,70.0,At Risk,Delhi,Noida,56+
INV004833,65.4,At Risk,Madhya Pradesh,Bhopal,26-35
INV004834,38.625,At Risk,Delhi,New Delhi,26-35
INV004840,41.0,At Risk,Maharashtra,Pune,18-25
INV004843,50.857142857142854,At Risk,Haryana,Faridabad,56+
INV004844,66.66666666666667,At Risk,Maharashtra,Pune,26-35
INV004845,81.8,At Risk,West Bengal,Kolkata,18-25
INV004847,73.5,At Risk,Maharashtra,Pune,26-35
INV004848,54.125,At Risk,Haryana,Gurugram,26-35
INV004860,78.4,At Risk,Punjab,Amritsar,46-55
INV004863,68.0,At Risk,Maharashtra,Mumbai,26-35
INV004864,43.285714285714285,At Risk,Punjab,Amritsar,26-35
INV004865,76.33333333333333,At Risk,Maharashtra,Nashik,56+
INV004868,56.0,At Risk,Karnataka,Bangalore,36-45
INV004871,69.14285714285714,At Risk,Punjab,Chandigarh,26-35
INV004877,80.5,At Risk,Karnataka,Mysore,26-35
INV004889,70.66666666666667,At Risk,Rajasthan,Jaipur,46-55
INV004891,55.857142857142854,At Risk,Telangana,Hyderabad,46-55
INV004896,79.4,At Risk,Uttar Pradesh,Agra,18-25
INV004901,54.6,At Risk,Haryana,Gurugram,26-35
INV004911,63.666666666666664,At Risk,West Bengal,Kolkata,26-35
INV004913,87.0,At Risk,Rajasthan,Udaipur,26-35
INV004916,75.5,At Risk,Haryana,Faridabad,26-35
INV004917,51.0,At Risk,Uttar Pradesh,Kanpur,26-35
INV004924,59.75,At Risk,Telangana,Hyderabad,36-45
INV004925,70.83333333333333,At Risk,Maharashtra,Pune,18-25
INV004926,66.28571428571429,At Risk,Karnataka,Mysore,36-45
INV004927,34.166666666666664,Regular,Maharashtra,Nashik,26-35
INV004947,45.0,At Risk,Telangana,Hyderabad,26-35
INV004953,67.16666666666667,At Risk,Haryana,Faridabad,36-45
INV004956,59.142857142857146,At Risk,Maharashtra,Mumbai,46-55
INV004958,73.16666666666667,At Risk,Maharashtra,Mumbai,36-45
INV004959,68.6,At Risk,Delhi,New Delhi,18-25
INV004967,63.2,At Risk,Telangana,Hyderabad,26-35
INV004973,55.0,At Risk,Tamil Nadu,Coimbatore,26-35
INV004974,52.42857142857143,At Risk,Gujarat,Ahmedabad,56+
INV004978,63.833333333333336,At Risk,Uttar Pradesh,Lucknow,46-55
INV004981,49.142857142857146,At Risk,Haryana,Faridabad,18-25
INV004983,57.666666666666664,At Risk,Madhya Pradesh,Bhopal,26-35
INV004984,75.33333333333333,At Risk,Uttar Pradesh,Agra,46-55
INV004986,81.33333333333333,At Risk,Madhya Pradesh,Bhopal,26-35
INV004992,81.5,At Risk,Rajasthan,Udaipur,26-35
INV004996,46.333333333333336,At Risk,Delhi,New Delhi,46-55
INV004997,71.0,At Risk,Tamil Nadu,Coimbatore,36-45
